instance,seed,status,problem,problemSize,solver
inst-98-1-306660713,55,solution-found,meb,normal,lnseb
inst-84-1-306660713,66,solution-found,meb,normal,lnseb
inst-40-1-306660713,44,solution-found,meb,normal,lnseb
inst-84-1-306660713,99,solution-found,meb,normal,lnseb
inst-124-1-306660713,11,solution-found,meb,normal,lnseb
inst-138-1-306660713,22,solution-found,meb,normal,lnseb
inst-53-1-306660713,55,solution-found,meb,normal,lnseb
inst-97-1-306660713,77,solution-found,meb,normal,lnseb
inst-126-1-306660713,33,solution-found,meb,normal,lnseb
inst-21-1-306660713,66,solution-found,meb,normal,lnseb
inst-135-1-306660713,22,solution-found,meb,normal,lnseb
"meb-200-50-200-3,6-6",44,solution-found,meb,normal,lnseb
inst-5-1-306660713,33,solution-found,meb,normal,lnseb
"meb-200-50-200-3,6-8",55,solution-found,meb,normal,lnseb
inst-129-1-306660713,11,solution-found,meb,normal,lnseb
inst-21-1-306660713,99,solution-found,meb,normal,lnseb
inst-83-1-306660713,22,solution-found,meb,normal,lnseb
inst-130-1-306660713,44,solution-found,meb,normal,lnseb
inst-121-1-306660713,77,solution-found,meb,normal,lnseb
inst-2-1-306660713,88,solution-found,meb,normal,lnseb
inst-45-1-306660713,22,solution-found,meb,normal,lnseb
inst-121-1-306660713,88,solution-found,meb,normal,lnseb
inst-2-1-306660713,77,solution-found,meb,normal,lnseb
inst-121-1-306660713,1010,solution-found,meb,normal,lnseb
"meb-200-50-200-3,6-3",1010,solution-found,meb,normal,lnseb
inst-31-1-306660713,88,solution-found,meb,normal,lnseb
inst-155-1-306660713,22,solution-found,meb,normal,lnseb
inst-149-1-306660713,11,solution-found,meb,normal,lnseb
inst-146-1-306660713,33,solution-found,meb,normal,lnseb
inst-85-1-306660713,44,solution-found,meb,normal,lnseb
inst-31-1-306660713,77,solution-found,meb,normal,lnseb
inst-136-1-306660713,22,solution-found,meb,normal,lnseb
inst-43-1-306660713,44,solution-found,meb,normal,lnseb
inst-128-1-306660713,33,solution-found,meb,normal,lnseb
inst-87-1-306660713,66,solution-found,meb,normal,lnseb
inst-127-1-306660713,11,solution-found,meb,normal,lnseb
inst-88-1-306660713,44,solution-found,meb,normal,lnseb
inst-87-1-306660713,99,solution-found,meb,normal,lnseb
inst-124-1-306660713,1010,solution-found,meb,normal,lnseb
inst-131-1-306660713,88,solution-found,meb,normal,lnseb
inst-53-1-306660713,1010,solution-found,meb,normal,lnseb
inst-25-1-306660713,33,solution-found,meb,normal,lnseb
inst-82-1-306660713,11,solution-found,meb,normal,lnseb
"meb-200-50-200-3,6-4",44,solution-found,meb,normal,lnseb
inst-131-1-306660713,77,solution-found,meb,normal,lnseb
inst-44-1-306660713,11,solution-found,meb,normal,lnseb
inst-3-1-306660713,44,solution-found,meb,normal,lnseb
inst-150-1-306660713,55,solver-timeout,meb,normal,lnseb
inst-27-1-306660713,11,solution-found,meb,normal,lnseb
inst-12-1-306660713,1010,solution-found,meb,normal,lnseb
inst-40-1-306660713,55,solution-found,meb,normal,lnseb
inst-84-1-306660713,77,solution-found,meb,normal,lnseb
inst-98-1-306660713,44,solution-found,meb,normal,lnseb
inst-97-1-306660713,99,solution-found,meb,normal,lnseb
inst-98-1-306660713,1010,solution-found,meb,normal,lnseb
inst-97-1-306660713,66,solution-found,meb,normal,lnseb
inst-138-1-306660713,33,solution-found,meb,normal,lnseb
inst-53-1-306660713,44,solution-found,meb,normal,lnseb
inst-84-1-306660713,88,solution-found,meb,normal,lnseb
inst-21-1-306660713,77,solution-found,meb,normal,lnseb
inst-126-1-306660713,22,solution-found,meb,normal,lnseb
"meb-200-60-200-3,6-1",11,solution-found,meb,normal,lnseb
inst-21-1-306660713,88,solution-found,meb,normal,lnseb
"meb-200-50-200-3,6-8",44,solution-found,meb,normal,lnseb
inst-5-1-306660713,22,solution-found,meb,normal,lnseb
inst-135-1-306660713,33,solution-found,meb,normal,lnseb
"meb-200-50-200-3,6-6",55,solution-found,meb,normal,lnseb
inst-13-1-306660713,55,solution-found,meb,normal,lnseb
inst-97-1-306660713,1010,solution-found,meb,normal,lnseb
inst-64-1-306660713,1010,solution-found,meb,normal,lnseb
"meb-200-50-200-3,6-8",1010,solution-found,meb,normal,lnseb
inst-76-1-306660713,33,solution-found,meb,normal,lnseb
inst-25-1-306660713,1010,solution-found,meb,normal,lnseb
inst-65-1-306660713,22,solution-found,meb,normal,lnseb
inst-103-1-306660713,55,solution-found,meb,normal,lnseb
"meb-200-50-200-3,6-3",99,solution-found,meb,normal,lnseb
inst-12-1-306660713,99,solution-found,meb,normal,lnseb
inst-12-1-306660713,66,solution-found,meb,normal,lnseb
"meb-200-50-200-3,6-3",66,solution-found,meb,normal,lnseb
inst-117-1-306660713,11,solution-found,meb,normal,lnseb
inst-10-1-306660713,44,solution-found,meb,normal,lnseb
inst-60-1-306660713,55,solution-found,meb,normal,lnseb
inst-118-1-306660713,33,solution-found,meb,normal,lnseb
meb-inst-20-01,33,solution-found,meb,normal,lnseb
inst-78-1-306660713,22,solution-found,meb,normal,lnseb
inst-64-1-306660713,11,solution-found,meb,normal,lnseb
inst-16-1-306660713,22,solution-found,meb,normal,lnseb
A-n62-k08,22,solver-timeout,cvrp,normal,lnseb
P-n020-k02,11,solution-found,cvrp,normal,lnseb
A-n34-k05,44,solution-found,cvrp,normal,lnseb
A-n33-k06,66,solution-found,cvrp,normal,lnseb
E-n033-k04,11,solution-found,cvrp,normal,lnseb
A-n64-k09,55,solver-timeout,cvrp,normal,lnseb
A-n37-k06,33,solution-found,cvrp,normal,lnseb
A-n33-k06,99,solution-found,cvrp,normal,lnseb
A-n53-k07,44,solver-timeout,cvrp,normal,lnseb
E-n076-k10,22,solver-timeout,cvrp,normal,lnseb
P-n021-k02,55,solution-found,cvrp,normal,lnseb
F-n045-k4,99,solution-found,cvrp,normal,lnseb
A-n33-k06,1010,solution-found,cvrp,normal,lnseb
A-n61-k09,44,solution-found,cvrp,normal,lnseb
P-n050-k07,11,solution-found,cvrp,normal,lnseb
A-n48-k07,22,solution-found,cvrp,normal,lnseb
B-n66-k09,55,solver-timeout,cvrp,normal,lnseb
B-n51-k07,44,solution-found,cvrp,normal,lnseb
CMT07,11,solver-timeout,cvrp,normal,lnseb
A-n65-k09,11,solver-timeout,cvrp,normal,lnseb
P-n050-k07,1010,solution-found,cvrp,normal,lnseb
F-n045-k4,66,solution-found,cvrp,normal,lnseb
B-n50-k08,44,solution-found,cvrp,normal,lnseb
P-n055-k08,44,solution-found,cvrp,normal,lnseb
E-n023-k03,77,solution-found,cvrp,normal,lnseb
P-n022-k02,99,solution-found,cvrp,normal,lnseb
E-n023-k03,88,solution-found,cvrp,normal,lnseb
P-n022-k02,66,solution-found,cvrp,normal,lnseb
B-n57-k09,1010,solver-timeout,cvrp,normal,lnseb
E-n051-k05,44,solver-timeout,cvrp,normal,lnseb
B-n41-k06,1010,solution-found,cvrp,normal,lnseb
B-n35-k05,77,solver-timeout,cvrp,normal,lnseb
P-n051-k10,1010,solution-found,cvrp,normal,lnseb
A-n36-k05,33,solution-found,cvrp,normal,lnseb
B-n56-k07,22,solver-timeout,cvrp,normal,lnseb
A-n55-k09,77,solver-timeout,cvrp,normal,lnseb
A-n32-k05,99,solution-found,cvrp,normal,lnseb
B-n52-k07,88,solution-found,cvrp,normal,lnseb
A-n55-k09,88,solver-timeout,cvrp,normal,lnseb
A-n32-k05,66,solution-found,cvrp,normal,lnseb
B-n52-k07,77,solver-timeout,cvrp,normal,lnseb
P-n022-k02,1010,solution-found,cvrp,normal,lnseb
B-n35-k05,88,solution-found,cvrp,normal,lnseb
B-n31-k05,22,solution-found,cvrp,normal,lnseb
B-n50-k08,1010,solver-timeout,cvrp,normal,lnseb
CMT06,44,solver-timeout,cvrp,normal,lnseb
A-n62-k08,1010,solver-timeout,cvrp,normal,lnseb
P-n050-k08,55,solution-found,cvrp,normal,lnseb
P-n060-k15,88,solution-found,cvrp,normal,lnseb
B-n57-k07,66,solver-timeout,cvrp,normal,lnseb
A-n37-k05,77,solution-found,cvrp,normal,lnseb
A-n65-k09,1010,solver-timeout,cvrp,normal,lnseb
B-n57-k09,77,solver-timeout,cvrp,normal,lnseb
B-n34-k05,33,solution-found,cvrp,normal,lnseb
A-n54-k07,22,solution-found,cvrp,normal,lnseb
A-n63-k09,33,solver-timeout,cvrp,normal,lnseb
B-n57-k09,88,solver-timeout,cvrp,normal,lnseb
P-n060-k15,77,solution-found,cvrp,normal,lnseb
B-n57-k07,99,solution-found,cvrp,normal,lnseb
B-n64-k09,22,solver-timeout,cvrp,normal,lnseb
A-n37-k05,88,solution-found,cvrp,normal,lnseb
A-n33-k05,22,solution-found,cvrp,normal,lnseb
B-n63-k10,66,solver-timeout,cvrp,normal,lnseb
P-n051-k10,66,solution-found,cvrp,normal,lnseb
P-n023-k08,55,solution-found,cvrp,normal,lnseb
A-n45-k07,22,solver-timeout,cvrp,normal,lnseb
B-n38-k06,33,solution-found,cvrp,normal,lnseb
P-n055-k10,33,solution-found,cvrp,normal,lnseb
B-n66-k09,1010,solver-timeout,cvrp,normal,lnseb
P-n051-k10,99,solution-found,cvrp,normal,lnseb
CMT02,22,solver-timeout,cvrp,normal,lnseb
B-n67-k10,33,solver-timeout,cvrp,normal,lnseb
B-n63-k10,99,solver-timeout,cvrp,normal,lnseb
A-n80-k10,11,solver-timeout,cvrp,normal,lnseb
P-n060-k10,1010,solver-timeout,cvrp,normal,lnseb
A-n39-k05,44,solution-found,cvrp,normal,lnseb
P-n050-k10,22,solution-found,cvrp,normal,lnseb
P-n022-k08,11,solution-found,cvrp,normal,lnseb
P-n076-k04,55,solution-found,cvrp,normal,lnseb
A-n69-k09,55,solver-timeout,cvrp,normal,lnseb
F-n072-k4,33,solution-found,cvrp,normal,lnseb
E-n033-k04,1010,solution-found,cvrp,normal,lnseb
B-n63-k10,1010,solver-timeout,cvrp,normal,lnseb
B-n41-k06,55,solution-found,cvrp,normal,lnseb
A-n45-k06,1010,solution-found,cvrp,normal,lnseb
P-n055-k15,1010,solution-found,cvrp,normal,lnseb
A-n45-k07,1010,solver-timeout,cvrp,normal,lnseb
E-n076-k07,11,solver-timeout,cvrp,normal,lnseb
E-n076-k14,44,solver-timeout,cvrp,normal,lnseb
B-n39-k05,33,solution-found,cvrp,normal,lnseb
P-n016-k08,22,solution-found,cvrp,normal,lnseb
B-n44-k07,11,solver-timeout,cvrp,normal,lnseb
P-n060-k10,44,solver-timeout,cvrp,normal,lnseb
A-n45-k06,77,solution-found,cvrp,normal,lnseb
P-n019-k02,22,solution-found,cvrp,normal,lnseb
F-n072-k4,1010,solution-found,cvrp,normal,lnseb
P-n040-k05,44,solution-found,cvrp,normal,lnseb
B-n45-k05,44,solution-found,cvrp,normal,lnseb
A-n45-k06,88,solver-timeout,cvrp,normal,lnseb
P-n065-k10,55,solver-timeout,cvrp,normal,lnseb
E-n076-k08,55,solver-timeout,cvrp,normal,lnseb
B-n68-k09,99,solver-timeout,cvrp,normal,lnseb
E-n022-k04,11,solution-found,cvrp,normal,lnseb
CMT01,66,solution-found,cvrp,normal,lnseb
P-n022-k08,1010,solution-found,cvrp,normal,lnseb
A-n63-k10,11,solver-timeout,cvrp,normal,lnseb
B-n68-k09,66,solver-timeout,cvrp,normal,lnseb
A-n46-k07,11,solution-found,cvrp,normal,lnseb
CMT01,99,solver-timeout,cvrp,normal,lnseb
CMT01,1010,solver-timeout,cvrp,normal,lnseb
P-n045-k05,55,solution-found,cvrp,normal,lnseb
A-n44-k06,33,solution-found,cvrp,normal,lnseb
B-n43-k06,22,solution-found,cvrp,normal,lnseb
B-n39-k05,1010,solver-timeout,cvrp,normal,lnseb
P-n051-k10,77,solution-found,cvrp,normal,lnseb
P-n023-k08,44,solution-found,cvrp,normal,lnseb
A-n38-k05,11,solution-found,cvrp,normal,lnseb
B-n63-k10,77,solver-timeout,cvrp,normal,lnseb
B-n63-k10,88,solver-timeout,cvrp,normal,lnseb
CMT02,33,solver-timeout,cvrp,normal,lnseb
P-n050-k10,1010,solution-found,cvrp,normal,lnseb
B-n67-k10,22,solver-timeout,cvrp,normal,lnseb
P-n051-k10,88,solution-found,cvrp,normal,lnseb
B-n38-k06,22,solution-found,cvrp,normal,lnseb
A-n45-k07,33,solution-found,cvrp,normal,lnseb
P-n055-k10,22,solution-found,cvrp,normal,lnseb
E-n051-k05,1010,solver-timeout,cvrp,normal,lnseb
P-n076-k04,44,solution-found,cvrp,normal,lnseb
P-n050-k10,33,solution-found,cvrp,normal,lnseb
A-n39-k05,55,solution-found,cvrp,normal,lnseb
B-n78-k10,11,solver-timeout,cvrp,normal,lnseb
A-n64-k09,1010,solver-timeout,cvrp,normal,lnseb
F-n072-k4,22,solution-found,cvrp,normal,lnseb
A-n69-k09,44,solver-timeout,cvrp,normal,lnseb
B-n45-k06,11,solution-found,cvrp,normal,lnseb
F-n045-k4,1010,solution-found,cvrp,normal,lnseb
P-n055-k08,1010,solution-found,cvrp,normal,lnseb
A-n63-k09,1010,solver-timeout,cvrp,normal,lnseb
B-n41-k06,44,solution-found,cvrp,normal,lnseb
E-n076-k14,55,solution-found,cvrp,normal,lnseb
P-n016-k08,33,solution-found,cvrp,normal,lnseb
B-n39-k05,22,solution-found,cvrp,normal,lnseb
B-n52-k07,1010,solver-timeout,cvrp,normal,lnseb
P-n060-k10,55,solution-found,cvrp,normal,lnseb
A-n39-k06,11,solution-found,cvrp,normal,lnseb
A-n45-k06,66,solver-timeout,cvrp,normal,lnseb
B-n45-k05,55,solution-found,cvrp,normal,lnseb
A-n45-k06,99,solution-found,cvrp,normal,lnseb
P-n040-k05,55,solution-found,cvrp,normal,lnseb
P-n019-k02,33,solution-found,cvrp,normal,lnseb
B-n68-k09,88,solver-timeout,cvrp,normal,lnseb
CMT01,77,solution-found,cvrp,normal,lnseb
E-n076-k08,44,solver-timeout,cvrp,normal,lnseb
P-n065-k10,44,solution-found,cvrp,normal,lnseb
B-n68-k09,77,solver-timeout,cvrp,normal,lnseb
CMT01,88,solver-timeout,cvrp,normal,lnseb
P-n045-k05,44,solution-found,cvrp,normal,lnseb
A-n44-k06,22,solution-found,cvrp,normal,lnseb
P-n076-k05,11,solver-timeout,cvrp,normal,lnseb
E-n030-k03,11,solution-found,cvrp,normal,lnseb
B-n43-k06,33,solver-timeout,cvrp,normal,lnseb
A-n62-k08,33,solver-timeout,cvrp,normal,lnseb
A-n33-k06,77,solution-found,cvrp,normal,lnseb
A-n60-k09,11,solver-timeout,cvrp,normal,lnseb
P-n070-k10,11,solver-timeout,cvrp,normal,lnseb
A-n34-k05,55,solution-found,cvrp,normal,lnseb
B-n50-k07,11,solver-timeout,cvrp,normal,lnseb
P-n055-k07,11,solver-timeout,cvrp,normal,lnseb
A-n33-k06,88,solution-found,cvrp,normal,lnseb
A-n53-k07,55,solver-timeout,cvrp,normal,lnseb
A-n64-k09,44,solver-timeout,cvrp,normal,lnseb
A-n37-k06,22,solution-found,cvrp,normal,lnseb
P-n021-k02,44,solution-found,cvrp,normal,lnseb
E-n076-k10,33,solver-timeout,cvrp,normal,lnseb
F-n045-k4,88,solution-found,cvrp,normal,lnseb
A-n61-k09,55,solution-found,cvrp,normal,lnseb
F-n045-k4,77,solution-found,cvrp,normal,lnseb
P-n055-k15,11,solution-found,cvrp,normal,lnseb
B-n51-k07,55,solution-found,cvrp,normal,lnseb
A-n48-k07,33,solver-timeout,cvrp,normal,lnseb
P-n023-k08,1010,solution-found,cvrp,normal,lnseb
B-n66-k09,44,solver-timeout,cvrp,normal,lnseb
P-n022-k02,88,solution-found,cvrp,normal,lnseb
E-n023-k03,66,solution-found,cvrp,normal,lnseb
P-n055-k08,55,solution-found,cvrp,normal,lnseb
B-n50-k08,55,solution-found,cvrp,normal,lnseb
P-n022-k02,77,solution-found,cvrp,normal,lnseb
E-n023-k03,99,solution-found,cvrp,normal,lnseb
B-n52-k07,99,solution-found,cvrp,normal,lnseb
A-n32-k05,88,solution-found,cvrp,normal,lnseb
B-n56-k07,33,solver-timeout,cvrp,normal,lnseb
A-n36-k05,22,solution-found,cvrp,normal,lnseb
A-n55-k09,66,solution-found,cvrp,normal,lnseb
E-n051-k05,55,solver-timeout,cvrp,normal,lnseb
B-n35-k05,66,solution-found,cvrp,normal,lnseb
B-n31-k05,33,solution-found,cvrp,normal,lnseb
B-n35-k05,99,solution-found,cvrp,normal,lnseb
B-n52-k07,66,solver-timeout,cvrp,normal,lnseb
A-n32-k05,77,solution-found,cvrp,normal,lnseb
A-n55-k09,99,solution-found,cvrp,normal,lnseb
A-n44-k06,1010,solution-found,cvrp,normal,lnseb
CMT06,55,solution-found,cvrp,normal,lnseb
A-n55-k09,1010,solver-timeout,cvrp,normal,lnseb
P-n050-k08,44,solution-found,cvrp,normal,lnseb
A-n63-k09,22,solver-timeout,cvrp,normal,lnseb
B-n57-k09,66,solver-timeout,cvrp,normal,lnseb
A-n54-k07,33,solver-timeout,cvrp,normal,lnseb
B-n34-k05,22,solution-found,cvrp,normal,lnseb
A-n37-k05,66,solution-found,cvrp,normal,lnseb
B-n57-k07,77,solver-timeout,cvrp,normal,lnseb
P-n060-k15,99,solution-found,cvrp,normal,lnseb
A-n33-k05,33,solution-found,cvrp,normal,lnseb
B-n64-k09,33,solver-timeout,cvrp,normal,lnseb
A-n37-k05,99,solution-found,cvrp,normal,lnseb
B-n57-k07,88,solution-found,cvrp,normal,lnseb
P-n060-k15,66,solution-found,cvrp,normal,lnseb
B-n57-k09,99,solver-timeout,cvrp,normal,lnseb
P-n020-k02,99,solution-found,cvrp,normal,lnseb
A-n62-k08,55,solver-timeout,cvrp,normal,lnseb
P-n020-k02,66,solution-found,cvrp,normal,lnseb
B-n50-k07,88,solver-timeout,cvrp,normal,lnseb
P-n070-k10,77,solver-timeout,cvrp,normal,lnseb
A-n34-k05,33,solution-found,cvrp,normal,lnseb
P-n055-k07,88,solver-timeout,cvrp,normal,lnseb
P-n076-k04,1010,solution-found,cvrp,normal,lnseb
A-n33-k06,11,solution-found,cvrp,normal,lnseb
A-n60-k09,77,solver-timeout,cvrp,normal,lnseb
E-n033-k04,99,solution-found,cvrp,normal,lnseb
P-n076-k05,1010,solver-timeout,cvrp,normal,lnseb
A-n53-k07,33,solution-found,cvrp,normal,lnseb
A-n60-k09,88,solver-timeout,cvrp,normal,lnseb
E-n033-k04,66,solution-found,cvrp,normal,lnseb
A-n64-k09,22,solver-timeout,cvrp,normal,lnseb
A-n37-k06,44,solution-found,cvrp,normal,lnseb
B-n50-k07,77,solution-found,cvrp,normal,lnseb
P-n070-k10,88,solver-timeout,cvrp,normal,lnseb
P-n055-k07,77,solution-found,cvrp,normal,lnseb
P-n021-k02,22,solution-found,cvrp,normal,lnseb
E-n076-k10,55,solver-timeout,cvrp,normal,lnseb
P-n055-k15,88,solution-found,cvrp,normal,lnseb
A-n61-k09,33,solution-found,cvrp,normal,lnseb
A-n65-k09,99,solution-found,cvrp,normal,lnseb
P-n050-k07,66,solution-found,cvrp,normal,lnseb
CMT07,99,solver-timeout,cvrp,normal,lnseb
B-n51-k07,33,solution-found,cvrp,normal,lnseb
P-n050-k07,99,solution-found,cvrp,normal,lnseb
CMT07,66,solver-timeout,cvrp,normal,lnseb
A-n48-k07,55,solver-timeout,cvrp,normal,lnseb
B-n66-k09,22,solver-timeout,cvrp,normal,lnseb
P-n055-k15,77,solution-found,cvrp,normal,lnseb
F-n045-k4,11,solution-found,cvrp,normal,lnseb
A-n65-k09,66,solver-timeout,cvrp,normal,lnseb
P-n055-k08,33,solver-timeout,cvrp,normal,lnseb
B-n50-k08,33,solution-found,cvrp,normal,lnseb
P-n022-k02,11,solution-found,cvrp,normal,lnseb
E-n076-k07,1010,solver-timeout,cvrp,normal,lnseb
E-n051-k05,33,solver-timeout,cvrp,normal,lnseb
A-n36-k05,44,solution-found,cvrp,normal,lnseb
B-n56-k07,55,solver-timeout,cvrp,normal,lnseb
A-n32-k05,11,solution-found,cvrp,normal,lnseb
B-n31-k05,55,solution-found,cvrp,normal,lnseb
CMT06,33,solution-found,cvrp,normal,lnseb
B-n35-k05,1010,solution-found,cvrp,normal,lnseb
P-n050-k08,22,solution-found,cvrp,normal,lnseb
B-n57-k07,11,solution-found,cvrp,normal,lnseb
A-n63-k09,44,solver-timeout,cvrp,normal,lnseb
B-n34-k05,44,solution-found,cvrp,normal,lnseb
A-n54-k07,55,solver-timeout,cvrp,normal,lnseb
A-n33-k05,55,solution-found,cvrp,normal,lnseb
B-n64-k09,55,solver-timeout,cvrp,normal,lnseb
B-n63-k10,11,solver-timeout,cvrp,normal,lnseb
P-n051-k10,11,solution-found,cvrp,normal,lnseb
P-n023-k08,22,solution-found,cvrp,normal,lnseb
A-n38-k05,77,solver-timeout,cvrp,normal,lnseb
A-n45-k07,55,solution-found,cvrp,normal,lnseb
B-n38-k06,44,solution-found,cvrp,normal,lnseb
P-n055-k10,44,solver-timeout,cvrp,normal,lnseb
A-n38-k05,88,solution-found,cvrp,normal,lnseb
CMT02,55,solver-timeout,cvrp,normal,lnseb
B-n67-k10,44,solver-timeout,cvrp,normal,lnseb
A-n36-k05,1010,solution-found,cvrp,normal,lnseb
A-n80-k10,66,solver-timeout,cvrp,normal,lnseb
A-n80-k10,99,solver-timeout,cvrp,normal,lnseb
P-n050-k10,55,solution-found,cvrp,normal,lnseb
P-n022-k08,66,solution-found,cvrp,normal,lnseb
A-n39-k05,33,solution-found,cvrp,normal,lnseb
B-n78-k10,77,solver-timeout,cvrp,normal,lnseb
P-n076-k04,22,solution-found,cvrp,normal,lnseb
F-n072-k4,44,solution-found,cvrp,normal,lnseb
A-n69-k09,22,solver-timeout,cvrp,normal,lnseb
P-n022-k08,99,solution-found,cvrp,normal,lnseb
B-n78-k10,88,solver-timeout,cvrp,normal,lnseb
E-n076-k07,99,solver-timeout,cvrp,normal,lnseb
B-n45-k06,77,solver-timeout,cvrp,normal,lnseb
B-n45-k06,88,solution-found,cvrp,normal,lnseb
B-n41-k06,22,solution-found,cvrp,normal,lnseb
E-n076-k07,66,solver-timeout,cvrp,normal,lnseb
P-n040-k05,1010,solution-found,cvrp,normal,lnseb
